x-axis,3,4,MATH
second,Volt,Volt,Volt
-16.2000E-06,+13.9648437500E+00,+13.1835937500E+00,-781.2500000E-03
-16.0000E-06,+14.0625000000E+00,+13.2812500000E+00,-781.2500000E-03
-15.8000E-06,+14.2578125000E+00,+13.3789062500E+00,-878.9062500E-03
-15.6000E-06,+14.3554687500E+00,+13.4765625000E+00,-878.9062500E-03
-15.4000E-06,+14.5507812500E+00,+13.3789062500E+00,-1.1718750000E+00
-15.2000E-06,+14.6484375000E+00,+13.6718750000E+00,-976.5625000E-03
-15.0000E-06,+14.6484375000E+00,+13.7695312500E+00,-878.9062500E-03
-14.8000E-06,+14.8437500000E+00,+13.8671875000E+00,-976.5625000E-03
-14.6000E-06,+14.9414062500E+00,+13.9648437500E+00,-976.5625000E-03
-14.4000E-06,+14.9414062500E+00,+13.9648437500E+00,-976.5625000E-03
-14.2000E-06,+15.1367187500E+00,+14.0625000000E+00,-1.0742187500E+00
-14.0000E-06,+15.3320312500E+00,+14.1601562500E+00,-1.1718750000E+00
-13.8000E-06,+15.3320312500E+00,+14.3554687500E+00,-976.5625000E-03
-13.6000E-06,+15.4296875000E+00,+14.3554687500E+00,-1.0742187500E+00
-13.4000E-06,+15.5273437500E+00,+14.4531250000E+00,-1.0742187500E+00
-13.2000E-06,+15.7226562500E+00,+14.4531250000E+00,-1.2695312500E+00
-13.0000E-06,+15.8203125000E+00,+14.4531250000E+00,-1.3671875000E+00
-12.8000E-06,+15.8203125000E+00,+14.6484375000E+00,-1.1718750000E+00
-12.6000E-06,+15.9179687500E+00,+14.9414062500E+00,-976.5625000E-03
-12.4000E-06,+16.0156250000E+00,+14.8437500000E+00,-1.1718750000E+00
-12.2000E-06,+16.1132812500E+00,+15.1367187500E+00,-976.5625000E-03
-12.0000E-06,+16.0156250000E+00,+15.0390625000E+00,-976.5625000E-03
-11.8000E-06,+16.1132812500E+00,+15.3320312500E+00,-781.2500000E-03
-11.6000E-06,+16.2109375000E+00,+15.4296875000E+00,-781.2500000E-03
-11.4000E-06,+16.3085937500E+00,+15.4296875000E+00,-878.9062500E-03
-11.2000E-06,+16.4062500000E+00,+15.4296875000E+00,-976.5625000E-03
-11.0000E-06,+16.6015625000E+00,+15.7226562500E+00,-878.9062500E-03
-10.8000E-06,+16.6015625000E+00,+15.8203125000E+00,-781.2500000E-03
-10.6000E-06,+16.7968750000E+00,+15.9179687500E+00,-878.9062500E-03
-10.4000E-06,+16.8945312500E+00,+16.0156250000E+00,-878.9062500E-03
-10.2000E-06,+16.7968750000E+00,+16.0156250000E+00,-781.2500000E-03
-10.0000E-06,+17.0898437500E+00,+16.1132812500E+00,-976.5625000E-03
-9.8000E-06,+16.9921875000E+00,+16.1132812500E+00,-878.9062500E-03
-9.6000E-06,+17.1875000000E+00,+16.3085937500E+00,-878.9062500E-03
-9.4000E-06,+17.1875000000E+00,+16.4062500000E+00,-781.2500000E-03
-9.2000E-06,+17.2851562500E+00,+16.3085937500E+00,-976.5625000E-03
